# colorscheme rainbow
# created 2015-12-29T19:53:22
0.471412	0.108766	0.527016
0.31106	0.11758	0.664469
0.250728	0.225386	0.769152
0.24408	0.361242	0.816084
0.266122	0.486664	0.802529
0.305919	0.585575	0.739666
0.36048	0.655759	0.645692
0.429842	0.701849	0.540321
0.513417	0.72992	0.440682
0.607651	0.743718	0.358588
0.705038	0.742591	0.299167
0.794549	0.721158	0.260829
0.863512	0.670771	0.236564
0.901014	0.582826	0.216542
0.902853	0.453964	0.192014
0.878107	0.293208	0.160481
0.857359	0.131106	0.132128
